0	scaffold_13095
1	scaffold_13102
2	scaffold_13223
3	scaffold_13243
4	scaffold_12389
5	scaffold_13185
6	scaffold_13215
7	scaffold_13140
8	scaffold_12953
9	scaffold_9868
10	scaffold_8979
11	scaffold_12179
12	scaffold_12673
13	scaffold_9334
14	scaffold_9882
15	scaffold_9752
16	scaffold_3929
17	scaffold_13465
18	scaffold_1052
19	scaffold_10216
20	scaffold_12205
21	scaffold_12041
22	scaffold_7969
23	scaffold_13428
24	scaffold_13489
25	scaffold_10220
26	scaffold_7195
27	scaffold_13256
28	scaffold_9351
29	scaffold_1343
30	scaffold_8730
31	scaffold_10349
32	scaffold_10379
33	scaffold_11509
34	scaffold_12882
35	scaffold_12053
36	scaffold_9355
37	scaffold_10244
38	scaffold_6729
39	scaffold_8884
40	scaffold_6074
41	scaffold_8609
42	scaffold_6005
43	scaffold_10417
44	scaffold_11236
45	scaffold_4816
46	scaffold_2565
47	scaffold_8718
48	scaffold_2392
49	scaffold_5610
50	scaffold_1946
51	scaffold_7966
52	scaffold_9745
53	scaffold_1044
54	scaffold_1107
55	scaffold_11913
56	scaffold_7954
57	scaffold_8800
58	scaffold_613
59	scaffold_180
60	scaffold_1962
61	scaffold_1958
62	scaffold_1530
63	scaffold_12680
64	scaffold_4841
65	scaffold_12366
66	scaffold_12022
67	scaffold_976
68	scaffold_11768
69	scaffold_4116
70	scaffold_4615
71	scaffold_2024
72	scaffold_8732
73	scaffold_4980
74	scaffold_3613
75	scaffold_8007
76	scaffold_10830
77	scaffold_1545
78	scaffold_11844
79	scaffold_11299
80	scaffold_10591
81	scaffold_1037
82	scaffold_8074
83	scaffold_8327
84	scaffold_11419
85	scaffold_8045
86	scaffold_9954
87	scaffold_825
88	scaffold_7986
89	scaffold_2078
90	scaffold_5325
91	scaffold_462
92	scaffold_2471
93	scaffold_4373
94	scaffold_6262
95	scaffold_6045
96	scaffold_572
97	scaffold_5556
98	scaffold_5202
99	scaffold_5057
100	scaffold_4440
101	scaffold_10123
102	scaffold_2869
103	scaffold_11745
104	scaffold_1697
105	scaffold_12856
106	scaffold_11153
107	scaffold_10802
108	scaffold_6174
109	scaffold_11097
110	scaffold_11991
111	scaffold_13681
112	scaffold_12011
113	scaffold_3376
114	scaffold_2452
115	scaffold_11725
116	scaffold_7153
117	scaffold_11678
118	scaffold_11378
119	scaffold_9581
120	scaffold_1128
121	scaffold_12692
122	scaffold_6582
123	scaffold_7706
124	scaffold_6953
125	scaffold_3196
126	scaffold_9404
127	scaffold_144
128	scaffold_6539
129	scaffold_10933
130	scaffold_4555
131	scaffold_7749
132	scaffold_4097
133	scaffold_11626
134	scaffold_1255
135	scaffold_11022
136	scaffold_12969
137	scaffold_1091
138	scaffold_12626
139	scaffold_6431
140	scaffold_7537
141	scaffold_6117
142	scaffold_12432
143	scaffold_4896
144	scaffold_10252
145	scaffold_7924
146	scaffold_8603
147	scaffold_7849
148	scaffold_12275
149	scaffold_5602
150	scaffold_1140
151	scaffold_12297
152	scaffold_12162
153	scaffold_503
154	scaffold_551
155	scaffold_12764
156	scaffold_11385
157	scaffold_11175
158	scaffold_7878
159	scaffold_11119
160	scaffold_968
161	scaffold_830
162	scaffold_1534
163	scaffold_3942
164	scaffold_5510
165	scaffold_4603
166	scaffold_7327
167	scaffold_1933
168	scaffold_2526
169	scaffold_2000
170	scaffold_6627
171	scaffold_5878
172	scaffold_6292
173	scaffold_5884
174	scaffold_541
175	scaffold_12035
176	scaffold_9804
177	scaffold_10409
178	scaffold_487
179	scaffold_8338
180	scaffold_11908
181	scaffold_11489
182	scaffold_5605
183	scaffold_8241
184	scaffold_5815
185	scaffold_5125
186	scaffold_4819
187	scaffold_4412
188	scaffold_4279
189	scaffold_3050
190	scaffold_3021
191	scaffold_10598
192	scaffold_2648
193	scaffold_4023
194	scaffold_9913
195	scaffold_3667
196	scaffold_11405
197	scaffold_1843
198	scaffold_1525
199	scaffold_10625
200	scaffold_4685
201	scaffold_7235
202	scaffold_2250
203	scaffold_888
204	scaffold_11822
205	scaffold_10828
206	scaffold_9633
207	scaffold_9877
208	scaffold_8027
209	scaffold_3661
210	scaffold_6644
211	scaffold_11300
212	scaffold_6915
213	scaffold_681
214	scaffold_293
215	scaffold_4489
216	scaffold_4303
217	scaffold_12186
218	scaffold_7569
219	scaffold_7282
220	scaffold_12215
221	scaffold_7177
222	scaffold_6881
223	scaffold_6336
224	scaffold_6119
225	scaffold_5185
226	scaffold_2063
227	scaffold_1221
228	scaffold_12880
229	scaffold_2487
230	scaffold_12596
231	scaffold_12286
232	scaffold_4591
233	scaffold_4766
234	scaffold_4674
235	scaffold_2520
236	scaffold_2954
237	scaffold_4640
238	scaffold_2558
239	scaffold_1490
240	scaffold_13709
241	scaffold_12761
242	scaffold_12009
243	scaffold_2886
244	scaffold_5476
245	scaffold_8674
246	scaffold_8118
247	scaffold_10861
248	scaffold_8283
249	scaffold_5821
250	scaffold_5133
251	scaffold_7105
252	scaffold_6198
253	scaffold_2279
254	scaffold_11765
255	scaffold_11764
256	scaffold_11553
257	scaffold_314
258	scaffold_10704
259	scaffold_10608
260	scaffold_10169
261	scaffold_11709
262	scaffold_2140
263	scaffold_2389
264	scaffold_2288
265	scaffold_11752
266	scaffold_1911
267	scaffold_11803
268	scaffold_964
269	scaffold_8778
270	scaffold_2717
271	scaffold_11288
272	scaffold_807
273	scaffold_6522
274	scaffold_5144
275	scaffold_2904
276	scaffold_2716
277	scaffold_2463
278	scaffold_11239
279	scaffold_6873
280	scaffold_7837
281	scaffold_7066
282	scaffold_11958
283	scaffold_11018
284	scaffold_7016
285	scaffold_9828
286	scaffold_2080
287	scaffold_12368
288	scaffold_1484
289	scaffold_1405
290	scaffold_12830
291	scaffold_11558
292	scaffold_10558
293	scaffold_7610
294	scaffold_7120
295	scaffold_7438
296	scaffold_2925
297	scaffold_5328
298	scaffold_6232
299	scaffold_5341
300	scaffold_3057
301	scaffold_8633
302	scaffold_4803
303	scaffold_3245
304	scaffold_6412
305	scaffold_4633
306	scaffold_4092
307	scaffold_2245
308	scaffold_2239
309	scaffold_2092
310	scaffold_11860
311	scaffold_6160
312	scaffold_12752
313	scaffold_2894
314	scaffold_2240
315	scaffold_7265
316	scaffold_630
317	scaffold_1235
